Category,AreaCode,BeverageType,Tax,Comments
Others,GUY,Beer,2.78,
Others,GUY,Spirits,0.71,
Others,HND,Beer,0,
Others,HND,Spirits,0,
Others,HRV,Beer,0,
Others,HRV,Spirits,0,
Others,HTI,Beer,1.27,Retail price and tax data collected as of 31 March 2023.
Others,HTI,Spirits,1.27,Retail price and tax data collected as of 31 March 2023.
Others,HUN,Beer,0,
Others,HUN,Spirits,0,
Others,IDN,Beer,0,
Others,IDN,Spirits,0,
Others,IRL,Beer,0,
Others,IRL,Spirits,0,
Others,IRQ,Beer,0,
Others,IRQ,Spirits,0,
Others,ISL,Beer,0,
Others,ISL,Spirits,0,
Others,ITA,Beer,0,
Others,ITA,Spirits,0,
Others,JAM,Beer,0,
Others,JAM,Spirits,0,
Others,JPN,Beer,0,
Others,JPN,Spirits,0,
Others,KAZ,Beer,0,
Others,KAZ,Spirits,0,
Others,KEN,Beer,0,
Others,KEN,Spirits,0,
Others,KGZ,Beer,0,
Others,KGZ,Spirits,0,
Others,KHM,Beer,2.65,
Others,KIR,Beer,0,
Others,KIR,Spirits,0,
Others,KOR,Beer,13.39,
Others,KOR,Spirits,17.95,
Others,LBN,Beer,0,
Others,LBN,Spirits,0,
Others,LBR,Beer,0,
Others,LBR,Spirits,0,
Others,LCA,Beer,0,
Others,LCA,Spirits,0,
Others,LKA,Beer,0,
Others,LKA,Spirits,0,
Others,LTU,Beer,0,
Others,LTU,Spirits,0,
Others,LVA,Beer,0,
Others,LVA,Spirits,0,
Others,MAR,Beer,0.14,
Others,MAR,Spirits,0.14,
Others,MDG,Beer,0,
Others,MDG,Spirits,0,
Others,MEX,Beer,0,
Others,MEX,Spirits,0,
Others,MHL,Beer,0,
Others,MHL,Spirits,0,
Others,MLI,Beer,0.69,
Others,MMR,Beer,0,
Others,MMR,Spirits,0,
Others,MNG,Beer,0.9,
Others,MNG,Spirits,0.9,
Others,MOZ,Beer,0,
Others,MOZ,Spirits,0,
Others,MUS,Beer,3.64,
Others,MUS,Spirits,0,
Others,MWI,Beer,0,
Others,MWI,Spirits,0,
Others,NAM,Beer,0,
Others,NAM,Spirits,0,
Others,NER,Beer,0,
Others,NER,Spirits,0,
Others,NIC,Beer,0,
Others,NIC,Spirits,0,
Others,NLD,Beer,0,
Others,NLD,Spirits,0,
Others,NOR,Beer,7.27,
Others,NOR,Spirits,0.36,
Others,NRU,Beer,0,
Others,NRU,Spirits,0,
Others,PAN,Beer,0,
Others,PAN,Spirits,0,
Others,PER,Beer,0,
Others,PER,Spirits,0,
Others,PHL,Beer,0,
Others,PHL,Spirits,0,
Others,PLW,Beer,0,
Others,PLW,Spirits,0,
Others,PNG,Beer,0,
Others,POL,Beer,0,
Others,POL,Spirits,0,
Others,PRT,Beer,0,
Others,PRT,Spirits,0,
Others,PRY,Beer,0,
Others,PRY,Spirits,0,
Others,ROU,Beer,0,
Others,ROU,Spirits,0,
Others,RWA,Beer,0,
Others,RWA,Spirits,0,
Others,SEN,Beer,0.85,
Others,SEN,Spirits,0.4,
Others,SLE,Beer,0,
Others,SLE,Spirits,0,
Others,SLV,Beer,0,
Others,SLV,Spirits,0,
Others,SSD,Beer,6.14,
Others,SSD,Spirits,2.8,
Others,STP,Spirits,0,
Others,SUR,Beer,0,
Others,SUR,Spirits,0.18,
Others,SVK,Beer,0,
Others,SVK,Spirits,0,
Others,SVN,Beer,0,
Others,SVN,Spirits,0,
Others,SWE,Beer,0,
Others,SWE,Spirits,0,
Others,SWZ,Beer,2.21,
Others,SWZ,Spirits,4.81,
Others,SYC,Beer,6.67,
Others,SYC,Spirits,0.53,
Others,TGO,Beer,0,
Others,TGO,Spirits,0,
Others,THA,Beer,5.64,
Others,THA,Spirits,5.98,
Others,TON,Beer,0,
Others,TON,Spirits,0,Retail price collected as of 31 January 2023.
Others,TUN,Beer,0,
Others,TUN,Spirits,0,
Others,TUR,Beer,0,
Others,TUR,Spirits,0,
Others,TUV,Beer,0,
Others,TZA,Beer,0,
Others,TZA,Spirits,0,
Others,UGA,Beer,0,
Others,UGA,Spirits,0,
Others,UKR,Beer,0,
Others,UKR,Spirits,0,
Others,URY,Beer,0,
Others,URY,Spirits,0,
Others,UZB,Beer,0,
Others,UZB,Spirits,0,
Others,VCT,Beer,8.33,
Others,VCT,Spirits,0,
Others,VEN,Beer,0,
Others,VEN,Spirits,0,
Others,VUT,Beer,0,
Others,WSM,Beer,0,
Others,ZAF,Beer,0,
Others,ZAF,Spirits,0,
Others,ZMB,Beer,0,
Others,ZMB,Spirits,0,
Others,ZWE,Beer,0,
Others,ZWE,Spirits,0,
Total,ALB,Beer,28.26,
Total,ALB,Spirits,54.83,
Total,ARG,Beer,27.16,
Total,ARG,Spirits,35.95,
Total,ATG,Beer,22.28,
Total,ATG,Spirits,19.73,
Total,AUS,Beer,26.82,
Total,AUS,Spirits,65.59,
Total,AUT,Beer,24.4,
Total,AUT,Spirits,35.77,
Total,AZE,Beer,25.25,
Total,AZE,Spirits,37.83,
Total,BDI,Beer,29.8,
Total,BDI,Spirits,21.2,
Total,BEL,Beer,28.46,
Total,BEL,Spirits,57.18,
Total,BEN,Beer,27.36,
Total,BEN,Spirits,18.28,
Total,BFA,Beer,32.2,
Total,BFA,Spirits,22.43,
Total,BGD,Beer,16.1,
Total,BGD,Spirits,17.79,
Total,BGR,Beer,21.99,
Total,BGR,Spirits,41.13,
Total,BLR,Beer,26.04,
Total,BLR,Spirits,68.45,
Total,BLZ,Beer,26.98,
Total,BLZ,Spirits,77.1,
Total,BOL,Beer,32.26,Retail price and tax data collected as of 31 March 2023.
Total,BOL,Spirits,23.16,Retail price and tax data collected as of 31 March 2023.
Total,BRA,Beer,29.7,1. Retail price and tax data representing only the State of Sao Paulo. 2. Data collected as of 31 October 2022.
Total,BRA,Spirits,32.37,1. Retail price and tax data representing only the State of Sao Paulo. 2. Data collected as of 31 October 2022.
Total,CAF,Beer,34.22,
Total,CAF,Spirits,55.24,
Total,CAN,Beer,16.5,Retail price and tax data representing only the Province of Ontario.
Total,CAN,Spirits,23.38,Retail price and tax data representing only the Province of Ontario.
Total,CHE,Beer,14.11,
Total,CHE,Spirits,24.45,
Total,CHL,Spirits,31.46,
Total,CHN,Beer,15.26,
Total,CHN,Spirits,31.14,
Total,CIV,Beer,25.77,
Total,CIV,Spirits,37.74,
Total,CMR,Beer,37.53,
Total,CMR,Spirits,43.58,
Total,COD,Beer,30.48,
Total,COD,Spirits,17.87,
Total,COG,Beer,27.83,
Total,COG,Spirits,24.18,
Total,COK,Beer,28.99,
Total,COK,Spirits,44.64,
Total,COL,Beer,28.86,
Total,COL,Spirits,35.88,
Total,CPV,Beer,27.3,
Total,CPV,Spirits,27.81,
Total,CRI,Beer,25.4,
Total,CRI,Spirits,35.66,
Total,CUB,Beer,10,
Total,CUB,Spirits,10,
Total,CYP,Beer,27.81,
Total,CYP,Spirits,37.13,
Total,CZE,Beer,28.63,
Total,CZE,Spirits,55.17,
Total,DEU,Beer,21.52,
Total,DEU,Spirits,56.25,
Total,DMA,Beer,20.63,
Total,DMA,Spirits,23.26,
Total,DNK,Beer,31.46,
Total,DNK,Spirits,33.23,
Total,DOM,Beer,36.66,
Total,DOM,Spirits,51.52,
Total,ECU,Beer,22.8,
Total,ECU,Spirits,39.87,
Total,EGY,Beer,71.55,
Total,EGY,Spirits,51.34,
Total,ERI,Beer,45.45,
Total,ERI,Spirits,31.31,
Total,ESP,Beer,22.18,
Total,ESP,Spirits,53.32,
Total,EST,Beer,35.04,
Total,EST,Spirits,74.59,
Total,ETH,Beer,37.97,
Total,ETH,Spirits,53.37,
Total,FIN,Beer,48.17,
Total,FIN,Spirits,86.17,
Total,FJI,Beer,39.84,
Total,FJI,Spirits,57.96,
Total,GAB,Beer,29.7,
Total,GAB,Spirits,46.41,
Total,GBR,Beer,44.12,
Total,GBR,Spirits,63.82,
Total,GEO,Beer,24.84,
Total,GEO,Spirits,39.34,
Total,GHA,Beer,38.83,Retail price and tax data collected as of 31 January 2023.
Total,GHA,Spirits,25.76,Retail price and tax data collected as of 31 January 2023.
Total,GIN,Beer,35.14,
Total,GMB,Beer,50.17,
Total,GMB,Spirits,19.67,
Total,GNB,Beer,28.58,
Total,GNB,Spirits,26.38,
Total,GNQ,Beer,22.57,
Total,GRC,Beer,40.4,
Total,GRC,Spirits,55.77,
Total,GRD,Beer,14.62,
Total,GRD,Spirits,17.91,
Total,GTM,Beer,15.77,
Total,GTM,Spirits,17.71,
Total,GUY,Beer,27.43,
Total,GUY,Spirits,24.78,
Total,HND,Beer,24.26,
Total,HND,Spirits,25.56,
Total,HRV,Beer,28.93,
Total,HRV,Spirits,45.3,
Total,HTI,Beer,23.71,Retail price and tax data collected as of 31 March 2023.
Total,HTI,Spirits,23.71,Retail price and tax data collected as of 31 March 2023.
Total,HUN,Beer,34.71,
Total,HUN,Spirits,66.28,
Total,IDN,Beer,29.86,
Total,IDN,Spirits,45.95,
Total,IRL,Beer,44.3,
Total,IRL,Spirits,67.28,
Total,IRQ,Beer,2.02,
Total,IRQ,Spirits,0,
Total,ISL,Beer,40.82,
Total,ISL,Spirits,76.38,
Total,ITA,Beer,30.36,
Total,ITA,Spirits,26.9,
Total,JAM,Beer,18.68,
Total,JAM,Spirits,35.13,
Total,JPN,Beer,41.05,
Total,JPN,Spirits,25.29,
Total,KAZ,Beer,18.98,
Total,KAZ,Spirits,32.03,
Total,KEN,Beer,36.13,
Total,KEN,Spirits,33.14,
Total,KGZ,Beer,22.05,
Total,KGZ,Spirits,33.11,
Total,KHM,Beer,26.1,
Total,KIR,Beer,21.41,
Total,KIR,Spirits,93.53,
Total,KOR,Beer,37.76,
Total,KOR,Spirits,70.11,
Total,LBN,Beer,9.97,
Total,LBN,Spirits,13.66,
Total,LBR,Beer,19.1,
Total,LBR,Spirits,76.17,
Total,LCA,Beer,13.51,
Total,LCA,Spirits,28.37,
Total,LKA,Beer,42.51,
Total,LKA,Spirits,49.51,
Total,LTU,Beer,34.02,
Total,LTU,Spirits,69.41,
Total,LVA,Beer,40.88,
Total,LVA,Spirits,64.15,
Total,MAR,Beer,48.43,
Total,MAR,Spirits,82.99,
Total,MDG,Beer,27.81,
Total,MDG,Spirits,23.08,
Total,MEX,Beer,31.85,
Total,MEX,Spirits,43.66,
Total,MHL,Beer,7.78,
Total,MHL,Spirits,19.81,
Total,MLI,Beer,28.31,
Total,MMR,Beer,57.24,
Total,MMR,Spirits,32.89,
Total,MNG,Beer,10.24,
Total,MNG,Spirits,21.33,
Total,MOZ,Beer,35.9,
Total,MOZ,Spirits,43.23,
Total,MUS,Beer,45.48,
Total,MUS,Spirits,75.04,
Total,MWI,Beer,35.62,
Total,MWI,Spirits,52.54,
Total,NAM,Beer,25.47,
Total,NAM,Spirits,44.67,
Total,NER,Beer,30.51,
Total,NER,Spirits,33.69,
Total,NIC,Beer,34.9,
Total,NIC,Spirits,38.13,
Total,NLD,Beer,33.17,
Total,NLD,Spirits,43.45,
Total,NOR,Beer,67.32,
Total,NOR,Spirits,88.87,
Total,NRU,Beer,50.4,
Total,NRU,Spirits,26.51,
Total,PAN,Beer,16.33,
Total,PAN,Spirits,18.98,
Total,PER,Beer,38.68,
Total,PER,Spirits,36.44,
Total,PHL,Beer,40.64,
Total,PHL,Spirits,61.92,
Total,PLW,Beer,27.9,
Total,PLW,Spirits,32.39,
Total,PNG,Beer,37.52,
Total,POL,Beer,36.44,
Total,POL,Spirits,66.5,
Total,PRT,Beer,29.41,
Total,PRT,Spirits,47.9,
Total,PRY,Beer,15.43,
Total,PRY,Spirits,16.72,
Total,ROU,Beer,20.35,
Total,ROU,Spirits,41.16,
Total,RWA,Beer,43.5,
Total,RWA,Spirits,33.23,
Total,SEN,Beer,41.03,
Total,SEN,Spirits,77.27,
Total,SLE,Beer,30.43,
Total,SLE,Spirits,36.94,
Total,SLV,Beer,32.64,
Total,SLV,Spirits,39.85,
Total,SSD,Beer,23.62,
Total,SSD,Spirits,22.42,
Total,STP,Spirits,64.55,
Total,SUR,Beer,26.74,
Total,SUR,Spirits,80.9,
Total,SVK,Beer,21.74,
Total,SVK,Spirits,46.94,
Total,SVN,Beer,37.8,
Total,SVN,Spirits,35.44,
Total,SWE,Beer,58.51,
Total,SWE,Spirits,86.8,
Total,SWZ,Beer,21.16,
Total,SWZ,Spirits,36.04,
Total,SYC,Beer,41.25,
Total,SYC,Spirits,45.26,
Total,TGO,Beer,26.31,
Total,TGO,Spirits,20.06,
Total,THA,Beer,44.4,
Total,THA,Spirits,46.68,
Total,TON,Beer,40.62,
Total,TON,Spirits,83.04,Retail price collected as of 31 January 2023.
Total,TUN,Beer,44.77,
Total,TUN,Spirits,32.76,
Total,TUR,Beer,51.4,
Total,TUR,Spirits,73.06,
Total,TUV,Beer,18.58,
Total,TZA,Beer,25.48,
Total,TZA,Spirits,51.8,
Total,UGA,Beer,30.8,
Total,UGA,Spirits,45.25,
Total,UKR,Beer,26.72,
Total,UKR,Spirits,44.18,
Total,URY,Beer,31.33,
Total,URY,Spirits,40.56,
Total,UZB,Beer,22.9,
Total,UZB,Spirits,35.3,
Total,VCT,Beer,26.69,
Total,VCT,Spirits,24.75,
Total,VEN,Beer,25.04,
Total,VEN,Spirits,42.53,
Total,VUT,Beer,32.29,
Total,WSM,Beer,46.99,
Total,ZAF,Beer,40.64,
Total,ZAF,Spirits,59.55,
Total,ZMB,Beer,35.34,
Total,ZMB,Spirits,47.28,
Total,ZWE,Beer,13.04,
Total,ZWE,Spirits,40.92,
VAT/Sales,ALB,Beer,16.67,
VAT/Sales,ALB,Spirits,16.67,
VAT/Sales,ARG,Beer,15.3,
VAT/Sales,ARG,Spirits,13.45,
VAT/Sales,ATG,Beer,13.04,
VAT/Sales,ATG,Spirits,13.04,
VAT/Sales,AUS,Beer,9.09,
VAT/Sales,AUS,Spirits,9.09,
VAT/Sales,AUT,Beer,16.67,
VAT/Sales,AUT,Spirits,16.67,
VAT/Sales,AZE,Beer,15.25,
VAT/Sales,AZE,Spirits,15.25,
VAT/Sales,BDI,Beer,15.25,
VAT/Sales,BDI,Spirits,15.25,
VAT/Sales,BEL,Beer,17.36,
VAT/Sales,BEL,Spirits,17.36,
VAT/Sales,BEN,Beer,15.25,
VAT/Sales,BEN,Spirits,15.25,
VAT/Sales,BFA,Beer,15.25,
VAT/Sales,BFA,Spirits,15.25,
VAT/Sales,BGD,Beer,15,
VAT/Sales,BGD,Spirits,15,
VAT/Sales,BGR,Beer,16.67,
VAT/Sales,BGR,Spirits,16.67,
VAT/Sales,BLR,Beer,16.67,
VAT/Sales,BLR,Spirits,16.67,
VAT/Sales,BLZ,Beer,11.11,
VAT/Sales,BLZ,Spirits,11.11,
VAT/Sales,BOL,Beer,13.79,Retail price and tax data collected as of 31 March 2023.
VAT/Sales,BOL,Spirits,13.79,Retail price and tax data collected as of 31 March 2023.
VAT/Sales,BRA,Beer,22,1. Retail price and tax data representing only the State of Sao Paulo. 2. Data collected as of 31 October 2022.
VAT/Sales,BRA,Spirits,18,1. Retail price and tax data representing only the State of Sao Paulo. 2. Data collected as of 31 October 2022.
VAT/Sales,CAF,Beer,15.97,
VAT/Sales,CAF,Spirits,15.97,
VAT/Sales,CAN,Beer,11.5,Retail price and tax data representing only the Province of Ontario.
VAT/Sales,CAN,Spirits,11.5,Retail price and tax data representing only the Province of Ontario.
VAT/Sales,CHE,Beer,7.15,
VAT/Sales,CHE,Spirits,7.15,
VAT/Sales,CHL,Spirits,11.84,
VAT/Sales,CHN,Beer,11.5,
VAT/Sales,CHN,Spirits,11.5,
VAT/Sales,CIV,Beer,15.25,
VAT/Sales,CIV,Spirits,15.25,
VAT/Sales,CMR,Beer,16.14,
VAT/Sales,CMR,Spirits,16.14,
VAT/Sales,COD,Beer,13.79,
VAT/Sales,COD,Spirits,13.79,
VAT/Sales,COG,Beer,15.9,
VAT/Sales,COG,Spirits,15.9,
VAT/Sales,COK,Beer,13.04,
VAT/Sales,COK,Spirits,13.04,
VAT/Sales,COL,Beer,13.52,
VAT/Sales,COL,Spirits,3.86,
VAT/Sales,CPV,Beer,5.23,
VAT/Sales,CPV,Spirits,4.78,
VAT/Sales,CRI,Beer,11.5,
VAT/Sales,CRI,Spirits,11.5,
VAT/Sales,CUB,Beer,10,
VAT/Sales,CUB,Spirits,10,
VAT/Sales,CYP,Beer,15.97,
VAT/Sales,CYP,Spirits,15.97,
VAT/Sales,CZE,Beer,17.36,
VAT/Sales,CZE,Spirits,17.36,
VAT/Sales,DEU,Beer,15.97,
VAT/Sales,DEU,Spirits,15.97,
VAT/Sales,DMA,Beer,13.04,
VAT/Sales,DMA,Spirits,13.04,
VAT/Sales,DNK,Beer,20,
VAT/Sales,DNK,Spirits,20,
VAT/Sales,DOM,Beer,15.25,
VAT/Sales,DOM,Spirits,15.25,
VAT/Sales,ECU,Beer,10.71,
VAT/Sales,ECU,Spirits,10.71,
VAT/Sales,EGY,Beer,12.28,
VAT/Sales,EGY,Spirits,12.28,
VAT/Sales,ERI,Beer,4.87,
VAT/Sales,ERI,Spirits,6.06,
VAT/Sales,ESP,Beer,17.36,
VAT/Sales,ESP,Spirits,17.36,
VAT/Sales,EST,Beer,16.67,
VAT/Sales,EST,Spirits,16.67,
VAT/Sales,ETH,Beer,13.04,
VAT/Sales,ETH,Spirits,13.04,
VAT/Sales,FIN,Beer,19.35,
VAT/Sales,FIN,Spirits,19.35,
VAT/Sales,FJI,Beer,13.04,
VAT/Sales,FJI,Spirits,13.04,
VAT/Sales,GAB,Beer,15.25,
VAT/Sales,GAB,Spirits,15.25,
VAT/Sales,GBR,Beer,16.67,
VAT/Sales,GBR,Spirits,16.67,
VAT/Sales,GEO,Beer,15.25,
VAT/Sales,GEO,Spirits,15.25,
VAT/Sales,GHA,Beer,9.05,Retail price and tax data collected as of 31 January 2023.
VAT/Sales,GHA,Spirits,6.56,Retail price and tax data collected as of 31 January 2023.
VAT/Sales,GIN,Beer,9.73,
VAT/Sales,GMB,Beer,13.04,
VAT/Sales,GMB,Spirits,13.04,
VAT/Sales,GNB,Beer,12.37,
VAT/Sales,GNB,Spirits,10.16,
VAT/Sales,GNQ,Beer,6.2,
VAT/Sales,GRC,Beer,19.35,
VAT/Sales,GRC,Spirits,19.35,
VAT/Sales,GRD,Beer,13.04,
VAT/Sales,GRD,Spirits,13.04,
VAT/Sales,GTM,Beer,10.71,
VAT/Sales,GTM,Spirits,10.71,
VAT/Sales,GUY,Beer,12.28,
VAT/Sales,GUY,Spirits,12.28,
VAT/Sales,HND,Beer,15.25,
VAT/Sales,HND,Spirits,15.25,
VAT/Sales,HRV,Beer,20,
VAT/Sales,HRV,Spirits,20,
VAT/Sales,HTI,Beer,9.09,Retail price and tax data collected as of 31 March 2023.
VAT/Sales,HTI,Spirits,9.09,Retail price and tax data collected as of 31 March 2023.
VAT/Sales,HUN,Beer,21.26,
VAT/Sales,HUN,Spirits,21.26,
VAT/Sales,IDN,Beer,7.72,
VAT/Sales,IDN,Spirits,5.95,
VAT/Sales,IRL,Beer,18.7,
VAT/Sales,IRL,Spirits,18.7,
VAT/Sales,IRQ,Beer,0,
VAT/Sales,IRQ,Spirits,0,
VAT/Sales,ISL,Beer,9.91,
VAT/Sales,ISL,Spirits,9.91,
VAT/Sales,ITA,Beer,18.03,
VAT/Sales,ITA,Spirits,18.03,
VAT/Sales,JAM,Beer,13.04,
VAT/Sales,JAM,Spirits,13.04,
VAT/Sales,JPN,Beer,9.09,
VAT/Sales,JPN,Spirits,9.09,
VAT/Sales,KAZ,Beer,10.71,
VAT/Sales,KAZ,Spirits,10.71,
VAT/Sales,KEN,Beer,13.79,
VAT/Sales,KEN,Spirits,13.79,
VAT/Sales,KGZ,Beer,10.71,
VAT/Sales,KGZ,Spirits,10.71,
VAT/Sales,KHM,Beer,9.09,
VAT/Sales,KIR,Beer,4.44,
VAT/Sales,KIR,Spirits,20.73,
VAT/Sales,KOR,Beer,9.09,
VAT/Sales,KOR,Spirits,9.09,
VAT/Sales,LBN,Beer,9.91,
VAT/Sales,LBN,Spirits,9.91,
VAT/Sales,LBR,Beer,9.09,
VAT/Sales,LBR,Spirits,9.09,
VAT/Sales,LCA,Beer,11.11,
VAT/Sales,LCA,Spirits,11.11,
VAT/Sales,LKA,Beer,13.04,
VAT/Sales,LKA,Spirits,13.04,
VAT/Sales,LTU,Beer,17.36,
VAT/Sales,LTU,Spirits,17.36,
VAT/Sales,LVA,Beer,17.36,
VAT/Sales,LVA,Spirits,17.36,
VAT/Sales,MAR,Beer,16.67,
VAT/Sales,MAR,Spirits,16.67,
VAT/Sales,MDG,Beer,16.67,
VAT/Sales,MDG,Spirits,16.67,
VAT/Sales,MEX,Beer,13.79,
VAT/Sales,MEX,Spirits,13.79,
VAT/Sales,MHL,Beer,0,
VAT/Sales,MHL,Spirits,0,
VAT/Sales,MLI,Beer,8.4,
VAT/Sales,MMR,Beer,4.76,
VAT/Sales,MMR,Spirits,4.76,
VAT/Sales,MNG,Beer,9.09,
VAT/Sales,MNG,Spirits,9.09,
VAT/Sales,MOZ,Beer,14.53,
VAT/Sales,MOZ,Spirits,14.53,
VAT/Sales,MUS,Beer,13.04,
VAT/Sales,MUS,Spirits,13.04,
VAT/Sales,MWI,Beer,14.16,
VAT/Sales,MWI,Spirits,14.16,
VAT/Sales,NAM,Beer,13.04,
VAT/Sales,NAM,Spirits,13.04,
VAT/Sales,NER,Beer,15.97,
VAT/Sales,NER,Spirits,15.97,
VAT/Sales,NIC,Beer,13.04,
VAT/Sales,NIC,Spirits,13.04,
VAT/Sales,NLD,Beer,17.36,
VAT/Sales,NLD,Spirits,17.36,
VAT/Sales,NOR,Beer,20,
VAT/Sales,NOR,Spirits,20,
VAT/Sales,NRU,Beer,0,
VAT/Sales,NRU,Spirits,0,
VAT/Sales,PAN,Beer,9.09,
VAT/Sales,PAN,Spirits,9.09,
VAT/Sales,PER,Beer,15.25,
VAT/Sales,PER,Spirits,15.25,
VAT/Sales,PHL,Beer,10.71,
VAT/Sales,PHL,Spirits,10.71,
VAT/Sales,PLW,Beer,0,
VAT/Sales,PLW,Spirits,0,
VAT/Sales,PNG,Beer,9.09,
VAT/Sales,POL,Beer,18.7,
VAT/Sales,POL,Spirits,18.7,
VAT/Sales,PRT,Beer,18.7,
VAT/Sales,PRT,Spirits,18.7,
VAT/Sales,PRY,Beer,9.09,
VAT/Sales,PRY,Spirits,9.09,
VAT/Sales,ROU,Beer,15.97,
VAT/Sales,ROU,Spirits,15.97,
VAT/Sales,RWA,Beer,15.25,
VAT/Sales,RWA,Spirits,15.25,
VAT/Sales,SEN,Beer,15.25,
VAT/Sales,SEN,Spirits,15.25,
VAT/Sales,SLE,Beer,13.04,
VAT/Sales,SLE,Spirits,13.04,
VAT/Sales,SLV,Beer,11.5,
VAT/Sales,SLV,Spirits,11.5,
VAT/Sales,SSD,Beer,15.25,
VAT/Sales,SSD,Spirits,15.25,
VAT/Sales,STP,Spirits,0,
VAT/Sales,SUR,Beer,10.71,
VAT/Sales,SUR,Spirits,9.65,
VAT/Sales,SVK,Beer,16.67,
VAT/Sales,SVK,Spirits,16.67,
VAT/Sales,SVN,Beer,18.03,
VAT/Sales,SVN,Spirits,18.03,
VAT/Sales,SWE,Beer,20,
VAT/Sales,SWE,Spirits,20,
VAT/Sales,SWZ,Beer,13.04,
VAT/Sales,SWZ,Spirits,13.04,
VAT/Sales,SYC,Beer,13.04,
VAT/Sales,SYC,Spirits,13.04,
VAT/Sales,TGO,Beer,15.25,
VAT/Sales,TGO,Spirits,15.25,
VAT/Sales,THA,Beer,6.54,
VAT/Sales,THA,Spirits,6.54,
VAT/Sales,TON,Beer,13.04,
VAT/Sales,TON,Spirits,13.04,Retail price collected as of 31 January 2023.
VAT/Sales,TUN,Beer,15.97,
VAT/Sales,TUN,Spirits,15.97,
VAT/Sales,TUR,Beer,15.25,
VAT/Sales,TUR,Spirits,15.25,
VAT/Sales,TUV,Beer,2.08,
VAT/Sales,TZA,Beer,15.25,
VAT/Sales,TZA,Spirits,15.25,
VAT/Sales,UGA,Beer,13.49,
VAT/Sales,UGA,Spirits,13.04,
VAT/Sales,UKR,Beer,16.67,
VAT/Sales,UKR,Spirits,16.67,
VAT/Sales,URY,Beer,18.03,
VAT/Sales,URY,Spirits,18.03,
VAT/Sales,UZB,Beer,13.04,
VAT/Sales,UZB,Spirits,13.04,
VAT/Sales,VCT,Beer,13.79,
VAT/Sales,VCT,Spirits,13.79,
VAT/Sales,VEN,Beer,13.79,
VAT/Sales,VEN,Spirits,13.79,
VAT/Sales,VUT,Beer,13.04,
VAT/Sales,WSM,Beer,13.04,
VAT/Sales,ZAF,Beer,13.04,
VAT/Sales,ZAF,Spirits,13.04,
VAT/Sales,ZMB,Beer,13.79,
VAT/Sales,ZMB,Spirits,13.79,
VAT/Sales,ZWE,Beer,13.04,
VAT/Sales,ZWE,Spirits,13.04,
